,jaenan_sn,address_si,address_gu,address_dong,call_d,call_t,Address,Address2_x,Address3_x,Address4_x,Address2_y,Address3_y,Address4_y,Freq,Location,latitude,longitude,Branch Name,Latitude,Longitude
5295,WR4135917458,경기도,고양시 덕양구,성사동,20220401,1132,"경기도, 고양시 덕양구, 성사동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,8,"(37.6549591, 126.8465702)",37.6549591,126.8465702,주교,37.6582,126.8334
5296,WR4135942173,경기도,고양시 덕양구,성사동,20220414,1058,"경기도, 고양시 덕양구, 성사동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,8,"(37.6549591, 126.8465702)",37.6549591,126.8465702,주교,37.6582,126.8334
5297,WS4135975903,경기도,고양시 덕양구,성사동,20220504,1653,"경기도, 고양시 덕양구, 성사동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,8,"(37.6549591, 126.8465702)",37.6549591,126.8465702,주교,37.6582,126.8334
5298,WS4136016217,경기도,고양시 덕양구,성사동,20220528,1305,"경기도, 고양시 덕양구, 성사동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,8,"(37.6549591, 126.8465702)",37.6549591,126.8465702,주교,37.6582,126.8334
5299,WT4136038263,경기도,고양시 덕양구,성사동,20220610,851,"경기도, 고양시 덕양구, 성사동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,8,"(37.6549591, 126.8465702)",37.6549591,126.8465702,주교,37.6582,126.8334
5300,WR4135962931,경기도,고양시 덕양구,성사동,20220426,1357,"경기도, 고양시 덕양구, 성사동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,8,"(37.6549591, 126.8465702)",37.6549591,126.8465702,주교,37.6582,126.8334
5301,WP4135835540,경기도,고양시 일산동구,식사동,20220220,1907,"경기도, 고양시 일산동구, 식사동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,4,"(37.6778734, 126.8133169)",37.6778734,126.8133169,주교,37.6582,126.8334
5302,WQ4135865057,경기도,고양시 일산동구,식사동,20220308,3,"경기도, 고양시 일산동구, 식사동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,4,"(37.6778734, 126.8133169)",37.6778734,126.8133169,주교,37.6582,126.8334
5303,WS4135977408,경기도,고양시 일산동구,식사동,20220505,1653,"경기도, 고양시 일산동구, 식사동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,4,"(37.6778734, 126.8133169)",37.6778734,126.8133169,주교,37.6582,126.8334
5304,WT4136048417,경기도,고양시 일산동구,식사동,20220616,939,"경기도, 고양시 일산동구, 식사동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,4,"(37.6778734, 126.8133169)",37.6778734,126.8133169,주교,37.6582,126.8334
5305,WS4135994090,경기도,고양시 덕양구,토당동,20220515,835,"경기도, 고양시 덕양구, 토당동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,7,"(37.6239743, 126.814025)",37.6239743,126.814025,주교,37.6582,126.8334
5306,WT4136053325,경기도,고양시 덕양구,토당동,20220619,308,"경기도, 고양시 덕양구, 토당동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,7,"(37.6239743, 126.814025)",37.6239743,126.814025,주교,37.6582,126.8334
5307,WP4135818586,경기도,고양시 덕양구,토당동,20220209,2304,"경기도, 고양시 덕양구, 토당동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,7,"(37.6239743, 126.814025)",37.6239743,126.814025,주교,37.6582,126.8334
5308,WQ4135900953,경기도,고양시 덕양구,토당동,20220324,333,"경기도, 고양시 덕양구, 토당동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,7,"(37.6239743, 126.814025)",37.6239743,126.814025,주교,37.6582,126.8334
5309,WQ4135905932,경기도,고양시 덕양구,토당동,20220326,1346,"경기도, 고양시 덕양구, 토당동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,7,"(37.6239743, 126.814025)",37.6239743,126.814025,주교,37.6582,126.8334
5310,WS4135978380,경기도,고양시 덕양구,토당동,20220506,931,"경기도, 고양시 덕양구, 토당동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,7,"(37.6239743, 126.814025)",37.6239743,126.814025,주교,37.6582,126.8334
5311,WQ4135913622,경기도,고양시 덕양구,토당동,20220330,1020,"경기도, 고양시 덕양구, 토당동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,7,"(37.6239743, 126.814025)",37.6239743,126.814025,주교,37.6582,126.8334
5312,WR4135958765,경기도,고양시 덕양구,대장동,20220424,840,"경기도, 고양시 덕양구, 대장동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,1,"(37.6414126, 126.8188266)",37.6414126,126.8188266,주교,37.6582,126.8334
5313,WT4136040301,경기도,고양시 덕양구,내곡동,20220611,1306,"경기도, 고양시 덕양구, 내곡동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,1,"(37.6413109, 126.8008837)",37.6413109,126.8008837,주교,37.6582,126.8334
5314,WS4135979022,경기도,고양시 덕양구,관산동,20220506,1508,"경기도, 고양시 덕양구, 관산동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,4,"(37.6980373, 126.8616018)",37.6980373,126.8616018,주교,37.6582,126.8334
5315,WS4135982266,경기도,고양시 덕양구,관산동,20220508,1212,"경기도, 고양시 덕양구, 관산동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,4,"(37.6980373, 126.8616018)",37.6980373,126.8616018,주교,37.6582,126.8334
5316,WR4135964082,경기도,고양시 덕양구,관산동,20220427,647,"경기도, 고양시 덕양구, 관산동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,4,"(37.6980373, 126.8616018)",37.6980373,126.8616018,주교,37.6582,126.8334
5317,WT4136069732,경기도,고양시 덕양구,관산동,20220627,1442,"경기도, 고양시 덕양구, 관산동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,4,"(37.6980373, 126.8616018)",37.6980373,126.8616018,주교,37.6582,126.8334
5318,WQ4135885341,경기도,고양시 일산동구,사리현동,20220316,1410,"경기도, 고양시 일산동구, 사리현동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,1,"(37.695914, 126.8422181)",37.695914,126.8422181,주교,37.6582,126.8334
5319,WP4135822522,경기도,고양시 일산동구,풍동,20220212,1627,"경기도, 고양시 일산동구, 풍동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,4,"(37.6648514, 126.7979458)",37.6648514,126.7979458,주교,37.6582,126.8334
5320,WQ4135895877,경기도,고양시 일산동구,풍동,20220321,1404,"경기도, 고양시 일산동구, 풍동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,4,"(37.6648514, 126.7979458)",37.6648514,126.7979458,주교,37.6582,126.8334
5321,WS4135992334,경기도,고양시 일산동구,풍동,20220514,1004,"경기도, 고양시 일산동구, 풍동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,4,"(37.6648514, 126.7979458)",37.6648514,126.7979458,주교,37.6582,126.8334
5322,WT4136065348,경기도,고양시 일산동구,풍동,20220625,1043,"경기도, 고양시 일산동구, 풍동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,4,"(37.6648514, 126.7979458)",37.6648514,126.7979458,주교,37.6582,126.8334
5323,WP4135808831,경기도,고양시 일산동구,중산동,20220203,929,"경기도, 고양시 일산동구, 중산동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,10,"(37.6901545, 126.7804306)",37.6901545,126.7804306,고양고봉,37.7024,126.7903
5324,WQ4135888028,경기도,고양시 일산동구,중산동,20220317,1908,"경기도, 고양시 일산동구, 중산동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,10,"(37.6901545, 126.7804306)",37.6901545,126.7804306,고양고봉,37.7024,126.7903
5325,WR4135953850,경기도,고양시 일산동구,중산동,20220421,1028,"경기도, 고양시 일산동구, 중산동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,10,"(37.6901545, 126.7804306)",37.6901545,126.7804306,고양고봉,37.7024,126.7903
5326,WT4136046277,경기도,고양시 일산동구,중산동,20220614,2013,"경기도, 고양시 일산동구, 중산동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,10,"(37.6901545, 126.7804306)",37.6901545,126.7804306,고양고봉,37.7024,126.7903
5327,WQ4135894566,경기도,고양시 일산동구,중산동,20220320,2117,"경기도, 고양시 일산동구, 중산동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,10,"(37.6901545, 126.7804306)",37.6901545,126.7804306,고양고봉,37.7024,126.7903
5328,WP4135811123,경기도,고양시 일산동구,중산동,20220204,2055,"경기도, 고양시 일산동구, 중산동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,10,"(37.6901545, 126.7804306)",37.6901545,126.7804306,고양고봉,37.7024,126.7903
5329,WP4135831938,경기도,고양시 일산동구,중산동,20220218,1521,"경기도, 고양시 일산동구, 중산동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,10,"(37.6901545, 126.7804306)",37.6901545,126.7804306,고양고봉,37.7024,126.7903
5330,WQ4135912087,경기도,고양시 일산동구,중산동,20220329,1418,"경기도, 고양시 일산동구, 중산동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,10,"(37.6901545, 126.7804306)",37.6901545,126.7804306,고양고봉,37.7024,126.7903
5331,WS4135981914,경기도,고양시 일산동구,중산동,20220508,706,"경기도, 고양시 일산동구, 중산동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,10,"(37.6901545, 126.7804306)",37.6901545,126.7804306,고양고봉,37.7024,126.7903
5332,WO4135789186,경기도,고양시 일산동구,중산동,20220121,36,"경기도, 고양시 일산동구, 중산동","경기도, 고양시 일산동구",고양시 일산동구,경기도,"경기도, 고양시 일산동구",고양시 일산동구,경기도,10,"(37.6901545, 126.7804306)",37.6901545,126.7804306,고양고봉,37.7024,126.7903
5333,WQ4135908687,경기도,파주시,야당동,20220327,1946,"경기도, 파주시, 야당동","경기도, 파주시",파주시,경기도,"경기도, 파주시",파주시,경기도,6,"(37.7122203, 126.7610935)",37.7122203,126.7610935,고양고봉,37.7024,126.7903
5334,WP4135833793,경기도,파주시,야당동,20220219,1838,"경기도, 파주시, 야당동","경기도, 파주시",파주시,경기도,"경기도, 파주시",파주시,경기도,6,"(37.7122203, 126.7610935)",37.7122203,126.7610935,고양고봉,37.7024,126.7903
5335,WP4135838605,경기도,파주시,야당동,20220222,1401,"경기도, 파주시, 야당동","경기도, 파주시",파주시,경기도,"경기도, 파주시",파주시,경기도,6,"(37.7122203, 126.7610935)",37.7122203,126.7610935,고양고봉,37.7024,126.7903
5336,WR4135948924,경기도,파주시,야당동,20220418,659,"경기도, 파주시, 야당동","경기도, 파주시",파주시,경기도,"경기도, 파주시",파주시,경기도,6,"(37.7122203, 126.7610935)",37.7122203,126.7610935,고양고봉,37.7024,126.7903
5337,WT4136027525,경기도,파주시,야당동,20220603,2237,"경기도, 파주시, 야당동","경기도, 파주시",파주시,경기도,"경기도, 파주시",파주시,경기도,6,"(37.7122203, 126.7610935)",37.7122203,126.7610935,고양고봉,37.7024,126.7903
5338,WT4136064364,경기도,파주시,야당동,20220624,2040,"경기도, 파주시, 야당동","경기도, 파주시",파주시,경기도,"경기도, 파주시",파주시,경기도,6,"(37.7122203, 126.7610935)",37.7122203,126.7610935,고양고봉,37.7024,126.7903
5339,WS4135982209,경기도,고양시 일산서구,탄현동,20220508,1135,"경기도, 고양시 일산서구, 탄현동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,5,"(37.6948722, 126.7759709)",37.6948722,126.7759709,고양고봉,37.7024,126.7903
5340,WR4135933024,경기도,고양시 일산서구,탄현동,20220409,1434,"경기도, 고양시 일산서구, 탄현동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,5,"(37.6948722, 126.7759709)",37.6948722,126.7759709,고양고봉,37.7024,126.7903
5341,WQ4135906159,경기도,고양시 일산서구,탄현동,20220326,1558,"경기도, 고양시 일산서구, 탄현동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,5,"(37.6948722, 126.7759709)",37.6948722,126.7759709,고양고봉,37.7024,126.7903
5342,WR4135952204,경기도,고양시 일산서구,탄현동,20220420,1026,"경기도, 고양시 일산서구, 탄현동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,5,"(37.6948722, 126.7759709)",37.6948722,126.7759709,고양고봉,37.7024,126.7903
5343,WT4136061811,경기도,고양시 일산서구,탄현동,20220623,1508,"경기도, 고양시 일산서구, 탄현동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,5,"(37.6948722, 126.7759709)",37.6948722,126.7759709,고양고봉,37.7024,126.7903
5344,WO4135788834,경기도,고양시 일산서구,일산동,20220120,1840,"경기도, 고양시 일산서구, 일산동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,15,"(37.6844028, 126.7690149)",37.6844028,126.7690149,고양고봉,37.7024,126.7903
5345,WP4135814769,경기도,고양시 일산서구,일산동,20220207,1047,"경기도, 고양시 일산서구, 일산동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,15,"(37.6844028, 126.7690149)",37.6844028,126.7690149,고양고봉,37.7024,126.7903
5346,WS4136018605,경기도,고양시 일산서구,일산동,20220529,1726,"경기도, 고양시 일산서구, 일산동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,15,"(37.6844028, 126.7690149)",37.6844028,126.7690149,고양고봉,37.7024,126.7903
5347,WQ4135886800,경기도,고양시 일산서구,일산동,20220317,826,"경기도, 고양시 일산서구, 일산동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,15,"(37.6844028, 126.7690149)",37.6844028,126.7690149,고양고봉,37.7024,126.7903
5348,WR4135953605,경기도,고양시 일산서구,일산동,20220421,618,"경기도, 고양시 일산서구, 일산동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,15,"(37.6844028, 126.7690149)",37.6844028,126.7690149,고양고봉,37.7024,126.7903
5349,WS4135971143,경기도,고양시 일산서구,일산동,20220501,1607,"경기도, 고양시 일산서구, 일산동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,15,"(37.6844028, 126.7690149)",37.6844028,126.7690149,고양고봉,37.7024,126.7903
5350,WS4135991190,경기도,고양시 일산서구,일산동,20220513,1606,"경기도, 고양시 일산서구, 일산동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,15,"(37.6844028, 126.7690149)",37.6844028,126.7690149,고양고봉,37.7024,126.7903
5351,WQ4135893706,경기도,고양시 일산서구,일산동,20220320,1352,"경기도, 고양시 일산서구, 일산동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,15,"(37.6844028, 126.7690149)",37.6844028,126.7690149,고양고봉,37.7024,126.7903
5352,WR4135919256,경기도,고양시 일산서구,일산동,20220402,931,"경기도, 고양시 일산서구, 일산동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,15,"(37.6844028, 126.7690149)",37.6844028,126.7690149,고양고봉,37.7024,126.7903
5353,WO4135770156,경기도,고양시 일산서구,일산동,20220106,1534,"경기도, 고양시 일산서구, 일산동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,15,"(37.6844028, 126.7690149)",37.6844028,126.7690149,고양고봉,37.7024,126.7903
5354,WQ4135900873,경기도,고양시 일산서구,일산동,20220324,133,"경기도, 고양시 일산서구, 일산동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,15,"(37.6844028, 126.7690149)",37.6844028,126.7690149,고양고봉,37.7024,126.7903
5355,WR4135936106,경기도,고양시 일산서구,일산동,20220410,1908,"경기도, 고양시 일산서구, 일산동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,15,"(37.6844028, 126.7690149)",37.6844028,126.7690149,고양고봉,37.7024,126.7903
5356,WO4135788187,경기도,고양시 일산서구,일산동,20220120,1002,"경기도, 고양시 일산서구, 일산동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,15,"(37.6844028, 126.7690149)",37.6844028,126.7690149,고양고봉,37.7024,126.7903
5357,WS4135981303,경기도,고양시 일산서구,일산동,20220507,2004,"경기도, 고양시 일산서구, 일산동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,15,"(37.6844028, 126.7690149)",37.6844028,126.7690149,고양고봉,37.7024,126.7903
5358,WT4136040593,경기도,고양시 일산서구,일산동,20220611,1557,"경기도, 고양시 일산서구, 일산동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,15,"(37.6844028, 126.7690149)",37.6844028,126.7690149,고양고봉,37.7024,126.7903
5359,WO4135800089,경기도,고양시 일산서구,덕이동,20220128,2146,"경기도, 고양시 일산서구, 덕이동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,5,"(37.6957279, 126.7448226)",37.6957279,126.7448226,고양고봉,37.7024,126.7903
5360,WP4135841990,경기도,고양시 일산서구,덕이동,20220224,1545,"경기도, 고양시 일산서구, 덕이동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,5,"(37.6957279, 126.7448226)",37.6957279,126.7448226,고양고봉,37.7024,126.7903
5361,WT4136027952,경기도,고양시 일산서구,덕이동,20220604,900,"경기도, 고양시 일산서구, 덕이동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,5,"(37.6957279, 126.7448226)",37.6957279,126.7448226,고양고봉,37.7024,126.7903
5362,WR4135917638,경기도,고양시 일산서구,덕이동,20220401,1320,"경기도, 고양시 일산서구, 덕이동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,5,"(37.6957279, 126.7448226)",37.6957279,126.7448226,고양고봉,37.7024,126.7903
5363,WR4135934802,경기도,고양시 일산서구,덕이동,20220410,1000,"경기도, 고양시 일산서구, 덕이동","경기도, 고양시 일산서구",고양시 일산서구,경기도,"경기도, 고양시 일산서구",고양시 일산서구,경기도,5,"(37.6957279, 126.7448226)",37.6957279,126.7448226,고양고봉,37.7024,126.7903
5364,WQ4135916619,경기도,고양시 덕양구,삼송동,20220331,2229,"경기도, 고양시 덕양구, 삼송동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,1,"(37.65184, 126.88971)",37.65184,126.88971,고양,37.6573,126.892
5365,WR4135917436,경기도,고양시 덕양구,원흥동,20220401,1121,"경기도, 고양시 덕양구, 원흥동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,3,"(37.6450752, 126.8726383)",37.6450752,126.8726383,고양,37.6573,126.892
5366,WO4135771592,경기도,고양시 덕양구,원흥동,20220107,1801,"경기도, 고양시 덕양구, 원흥동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,3,"(37.6450752, 126.8726383)",37.6450752,126.8726383,고양,37.6573,126.892
5367,WT4136060240,경기도,고양시 덕양구,원흥동,20220622,1701,"경기도, 고양시 덕양구, 원흥동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,3,"(37.6450752, 126.8726383)",37.6450752,126.8726383,고양,37.6573,126.892
5368,WS4136013180,경기도,고양시 덕양구,동산동,20220526,1454,"경기도, 고양시 덕양구, 동산동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,2,"(37.6416587, 126.9003307)",37.6416587,126.9003307,고양,37.6573,126.892
5369,WT4136063271,경기도,고양시 덕양구,동산동,20220624,957,"경기도, 고양시 덕양구, 동산동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,2,"(37.6416587, 126.9003307)",37.6416587,126.9003307,고양,37.6573,126.892
5370,WP4135815379,경기도,고양시 덕양구,벽제동,20220207,1805,"경기도, 고양시 덕양구, 벽제동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,4,"(37.7302525, 126.9118446)",37.7302525,126.9118446,고양,37.6573,126.892
5371,WQ4135911769,경기도,고양시 덕양구,벽제동,20220329,1037,"경기도, 고양시 덕양구, 벽제동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,4,"(37.7302525, 126.9118446)",37.7302525,126.9118446,고양,37.6573,126.892
5372,WR4135968954,경기도,고양시 덕양구,벽제동,20220430,824,"경기도, 고양시 덕양구, 벽제동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,4,"(37.7302525, 126.9118446)",37.7302525,126.9118446,고양,37.6573,126.892
5373,WP4135843624,경기도,고양시 덕양구,벽제동,20220225,1351,"경기도, 고양시 덕양구, 벽제동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,4,"(37.7302525, 126.9118446)",37.7302525,126.9118446,고양,37.6573,126.892
5374,WR4135940501,경기도,고양시 덕양구,고양동,20220413,727,"경기도, 고양시 덕양구, 고양동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,2,"(37.7092891, 126.89972250179818)",37.7092891,126.8997225,고양,37.6573,126.892
5375,WS4135989767,경기도,고양시 덕양구,고양동,20220512,1939,"경기도, 고양시 덕양구, 고양동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,2,"(37.7092891, 126.89972250179818)",37.7092891,126.8997225,고양,37.6573,126.892
5376,WQ4135907925,경기도,고양시 덕양구,신원동,20220327,1256,"경기도, 고양시 덕양구, 신원동","경기도, 고양시 덕양구",고양시 덕양구,경기도,"경기도, 고양시 덕양구",고양시 덕양구,경기도,1,"(37.6704756, 126.8820584)",37.6704756,126.8820584,고양,37.6573,126.892
5377,WP4113490362,경기도,부천시,옥길동,20220224,938,"경기도, 부천시, 옥길동","경기도, 부천시",부천시,경기도,"경기도, 부천시",부천시,경기도,3,"(37.4681285, 126.8282883)",37.4681285,126.8282883,광명노온,37.4472,126.8589
5378,WT4114113181,경기도,부천시,옥길동,20220618,56,"경기도, 부천시, 옥길동","경기도, 부천시",부천시,경기도,"경기도, 부천시",부천시,경기도,3,"(37.4681285, 126.8282883)",37.4681285,126.8282883,광명노온,37.4472,126.8589
5379,WR4113780650,경기도,부천시,옥길동,20220415,1119,"경기도, 부천시, 옥길동","경기도, 부천시",부천시,경기도,"경기도, 부천시",부천시,경기도,3,"(37.4681285, 126.8282883)",37.4681285,126.8282883,광명노온,37.4472,126.8589
5380,WS4113902418,경기도,광명시,하안동,20220509,1659,"경기도, 광명시, 하안동","경기도, 광명시",광명시,경기도,"경기도, 광명시",광명시,경기도,11,"(37.4611134, 126.8698981)",37.4611134,126.8698981,광명노온,37.4472,126.8589
5381,WP4113422793,경기도,광명시,하안동,20220209,1953,"경기도, 광명시, 하안동","경기도, 광명시",광명시,경기도,"경기도, 광명시",광명시,경기도,11,"(37.4611134, 126.8698981)",37.4611134,126.8698981,광명노온,37.4472,126.8589
5382,WO4113289477,경기도,광명시,하안동,20220109,1317,"경기도, 광명시, 하안동","경기도, 광명시",광명시,경기도,"경기도, 광명시",광명시,경기도,11,"(37.4611134, 126.8698981)",37.4611134,126.8698981,광명노온,37.4472,126.8589
5383,WO4113323618,경기도,광명시,하안동,20220117,2133,"경기도, 광명시, 하안동","경기도, 광명시",광명시,경기도,"경기도, 광명시",광명시,경기도,11,"(37.4611134, 126.8698981)",37.4611134,126.8698981,광명노온,37.4472,126.8589
5384,WO4113332538,경기도,광명시,하안동,20220120,711,"경기도, 광명시, 하안동","경기도, 광명시",광명시,경기도,"경기도, 광명시",광명시,경기도,11,"(37.4611134, 126.8698981)",37.4611134,126.8698981,광명노온,37.4472,126.8589
5385,WP4113496042,경기도,광명시,하안동,20220225,1052,"경기도, 광명시, 하안동","경기도, 광명시",광명시,경기도,"경기도, 광명시",광명시,경기도,11,"(37.4611134, 126.8698981)",37.4611134,126.8698981,광명노온,37.4472,126.8589
5386,WQ4113629395,경기도,광명시,하안동,20220318,1934,"경기도, 광명시, 하안동","경기도, 광명시",광명시,경기도,"경기도, 광명시",광명시,경기도,11,"(37.4611134, 126.8698981)",37.4611134,126.8698981,광명노온,37.4472,126.8589
5387,WR4113738329,경기도,광명시,하안동,20220407,952,"경기도, 광명시, 하안동","경기도, 광명시",광명시,경기도,"경기도, 광명시",광명시,경기도,11,"(37.4611134, 126.8698981)",37.4611134,126.8698981,광명노온,37.4472,126.8589
