,jaenan_sn,address_si,address_gu,address_dong,call_d,call_t,Address,Address2_x,Address3_x,Address4_x,Address2_y,Address3_y,Address4_y,Freq,Location,latitude,longitude,Branch Name,Latitude,Longitude
0,WP1139549467,서울특별시,용산구,동자동,20220225,754,"서울특별시, 용산구, 동자동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,5,"(37.55112, 126.97251)",37.55112,126.97251,중구,37.5535,126.9874
1,WS1140007651,서울특별시,용산구,동자동,20220512,1024,"서울특별시, 용산구, 동자동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,5,"(37.55112, 126.97251)",37.55112,126.97251,중구,37.5535,126.9874
2,WS1140039140,서울특별시,용산구,동자동,20220518,852,"서울특별시, 용산구, 동자동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,5,"(37.55112, 126.97251)",37.55112,126.97251,중구,37.5535,126.9874
3,WQ1139589102,서울특별시,용산구,동자동,20220302,2357,"서울특별시, 용산구, 동자동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,5,"(37.55112, 126.97251)",37.55112,126.97251,중구,37.5535,126.9874
4,WP1139444655,서울특별시,용산구,동자동,20220205,1706,"서울특별시, 용산구, 동자동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,5,"(37.55112, 126.97251)",37.55112,126.97251,중구,37.5535,126.9874
5,WR1139910268,서울특별시,중구,예장동,20220423,1540,"서울특별시, 중구, 예장동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,1,"(37.55492, 126.98941)",37.55492,126.98941,중구,37.5535,126.9874
6,WR1139819013,서울특별시,종로구,종로5가,20220406,1156,"서울특별시, 종로구, 종로5가","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,1,"(37.5709867, 127.0020222)",37.5709867,127.0020222,중구,37.5535,126.9874
7,WT1140240681,서울특별시,종로구,관수동,20220623,1919,"서울특별시, 종로구, 관수동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,1,"(37.5688, 126.99018)",37.5688,126.99018,중구,37.5535,126.9874
8,WP1139444094,서울특별시,종로구,종로6가,20220205,1512,"서울특별시, 종로구, 종로6가","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,1,"(37.57174, 127.00681)",37.57174,127.00681,중구,37.5535,126.9874
9,WO1139292689,서울특별시,종로구,창신동,20220105,832,"서울특별시, 종로구, 창신동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,7,"(37.57595, 127.01313)",37.57595,127.01313,중구,37.5535,126.9874
10,WQ1139735194,서울특별시,종로구,창신동,20220323,1037,"서울특별시, 종로구, 창신동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,7,"(37.57595, 127.01313)",37.57595,127.01313,중구,37.5535,126.9874
11,WP1139541919,서울특별시,종로구,창신동,20220223,2326,"서울특별시, 종로구, 창신동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,7,"(37.57595, 127.01313)",37.57595,127.01313,중구,37.5535,126.9874
12,WR1139883441,서울특별시,종로구,창신동,20220418,927,"서울특별시, 종로구, 창신동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,7,"(37.57595, 127.01313)",37.57595,127.01313,중구,37.5535,126.9874
13,WS1140026010,서울특별시,종로구,창신동,20220515,1751,"서울특별시, 종로구, 창신동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,7,"(37.57595, 127.01313)",37.57595,127.01313,중구,37.5535,126.9874
14,WQ1139781106,서울특별시,종로구,창신동,20220330,1738,"서울특별시, 종로구, 창신동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,7,"(37.57595, 127.01313)",37.57595,127.01313,중구,37.5535,126.9874
15,WQ1139737066,서울특별시,종로구,창신동,20220323,1736,"서울특별시, 종로구, 창신동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,7,"(37.57595, 127.01313)",37.57595,127.01313,중구,37.5535,126.9874
16,WS1140019981,서울특별시,중구,신당동,20220514,1557,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
17,WR1139815739,서울특별시,중구,신당동,20220405,1926,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
18,WO1139413530,서울특별시,중구,신당동,20220131,858,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
19,WO1139314108,서울특별시,중구,신당동,20220110,218,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
20,WT1140214959,서울특별시,중구,신당동,20220619,1317,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
21,WR1139794763,서울특별시,중구,신당동,20220402,306,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
22,WR1139806912,서울특별시,중구,신당동,20220404,812,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
23,WR1139870397,서울특별시,중구,신당동,20220415,1912,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
24,WT1140141136,서울특별시,중구,신당동,20220605,1722,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
25,WT1140143373,서울특별시,중구,신당동,20220606,320,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
26,WT1140192998,서울특별시,중구,신당동,20220615,1042,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
27,WT1140250880,서울특별시,중구,신당동,20220625,1107,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
28,WQ1139744649,서울특별시,중구,신당동,20220324,2318,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
29,WO1139281197,서울특별시,중구,신당동,20220102,1631,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
30,WO1139416087,서울특별시,중구,신당동,20220131,1548,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
31,WQ1139743442,서울특별시,중구,신당동,20220324,1936,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
32,WQ1139768487,서울특별시,중구,신당동,20220328,1633,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
33,WR1139893972,서울특별시,중구,신당동,20220420,1110,"서울특별시, 중구, 신당동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,18,"(37.565196900000004, 127.01321661206495)",37.5651969,127.0132166,중구,37.5535,126.9874
34,WQ1139590948,서울특별시,중구,필동2가,20220303,951,"서울특별시, 중구, 필동2가","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,2,"(37.5579073, 126.9947847)",37.5579073,126.9947847,중구,37.5535,126.9874
35,WQ1139742336,서울특별시,중구,필동2가,20220324,1606,"서울특별시, 중구, 필동2가","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,2,"(37.5579073, 126.9947847)",37.5579073,126.9947847,중구,37.5535,126.9874
36,WQ1139728641,서울특별시,중구,을지로3가,20220322,924,"서울특별시, 중구, 을지로3가","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,1,"(37.5663363, 126.9925305)",37.5663363,126.9925305,중구,37.5535,126.9874
37,WS1139961030,서울특별시,중구,주교동,20220503,1217,"서울특별시, 중구, 주교동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,1,"(37.5680117, 126.9985884)",37.5680117,126.9985884,중구,37.5535,126.9874
38,WT1140265760,서울특별시,중구,수하동,20220627,1801,"서울특별시, 중구, 수하동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,1,"(37.5672469, 126.9847116)",37.5672469,126.9847116,중구,37.5535,126.9874
39,WQ1139737380,서울특별시,중구,광희동2가,20220323,1842,"서울특별시, 중구, 광희동2가","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,3,"(37.56361, 127.00788)",37.56361,127.00788,중구,37.5535,126.9874
40,WS1140091618,서울특별시,중구,광희동2가,20220527,2008,"서울특별시, 중구, 광희동2가","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,3,"(37.56361, 127.00788)",37.56361,127.00788,중구,37.5535,126.9874
41,WT1140159077,서울특별시,중구,광희동2가,20220609,659,"서울특별시, 중구, 광희동2가","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,3,"(37.56361, 127.00788)",37.56361,127.00788,중구,37.5535,126.9874
42,WO1139284717,서울특별시,용산구,한남동,20220103,1227,"서울특별시, 용산구, 한남동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,7,"(37.53751235, 127.00617488688809)",37.53751235,127.0061749,중구,37.5535,126.9874
43,WQ1139580890,서울특별시,용산구,한남동,20220301,1920,"서울특별시, 용산구, 한남동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,7,"(37.53751235, 127.00617488688809)",37.53751235,127.0061749,중구,37.5535,126.9874
44,WR1139836077,서울특별시,용산구,한남동,20220409,1425,"서울특별시, 용산구, 한남동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,7,"(37.53751235, 127.00617488688809)",37.53751235,127.0061749,중구,37.5535,126.9874
45,WS1140093175,서울특별시,용산구,한남동,20220528,258,"서울특별시, 용산구, 한남동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,7,"(37.53751235, 127.00617488688809)",37.53751235,127.0061749,중구,37.5535,126.9874
46,WT1140250318,서울특별시,용산구,한남동,20220625,903,"서울특별시, 용산구, 한남동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,7,"(37.53751235, 127.00617488688809)",37.53751235,127.0061749,중구,37.5535,126.9874
47,WT1140125622,서울특별시,용산구,한남동,20220602,2055,"서울특별시, 용산구, 한남동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,7,"(37.53751235, 127.00617488688809)",37.53751235,127.0061749,중구,37.5535,126.9874
48,WT1140206978,서울특별시,용산구,한남동,20220618,20,"서울특별시, 용산구, 한남동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,7,"(37.53751235, 127.00617488688809)",37.53751235,127.0061749,중구,37.5535,126.9874
49,WQ1139621561,서울특별시,중구,무학동,20220307,1757,"서울특별시, 중구, 무학동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,1,"(37.56391, 127.01477)",37.56391,127.01477,중구,37.5535,126.9874
50,WT1140234381,서울특별시,중구,을지로4가,20220622,1753,"서울특별시, 중구, 을지로4가","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,1,"(37.5666425, 126.9981685)",37.5666425,126.9981685,중구,37.5535,126.9874
51,WS1140053156,서울특별시,용산구,이태원동,20220520,2212,"서울특별시, 용산구, 이태원동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,6,"(37.53842, 126.992)",37.53842,126.992,중구,37.5535,126.9874
52,WP1139494513,서울특별시,용산구,이태원동,20220215,904,"서울특별시, 용산구, 이태원동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,6,"(37.53842, 126.992)",37.53842,126.992,중구,37.5535,126.9874
53,WT1140175384,서울특별시,용산구,이태원동,20220612,743,"서울특별시, 용산구, 이태원동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,6,"(37.53842, 126.992)",37.53842,126.992,중구,37.5535,126.9874
54,WT1140180205,서울특별시,용산구,이태원동,20220613,29,"서울특별시, 용산구, 이태원동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,6,"(37.53842, 126.992)",37.53842,126.992,중구,37.5535,126.9874
55,WT1140206332,서울특별시,용산구,이태원동,20220617,2145,"서울특별시, 용산구, 이태원동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,6,"(37.53842, 126.992)",37.53842,126.992,중구,37.5535,126.9874
56,WT1140207258,서울특별시,용산구,이태원동,20220618,204,"서울특별시, 용산구, 이태원동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,6,"(37.53842, 126.992)",37.53842,126.992,중구,37.5535,126.9874
57,WO1139346523,서울특별시,용산구,청파동1가,20220117,1008,"서울특별시, 용산구, 청파동1가","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,1,"(37.5488, 126.96668)",37.5488,126.96668,중구,37.5535,126.9874
58,WO1139380479,서울특별시,용산구,후암동,20220124,1522,"서울특별시, 용산구, 후암동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,3,"(37.5503528, 126.98156320196415)",37.5503528,126.9815632,중구,37.5535,126.9874
59,WP1139556064,서울특별시,용산구,후암동,20220226,718,"서울특별시, 용산구, 후암동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,3,"(37.5503528, 126.98156320196415)",37.5503528,126.9815632,중구,37.5535,126.9874
60,WP1139432550,서울특별시,용산구,후암동,20220203,1009,"서울특별시, 용산구, 후암동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,3,"(37.5503528, 126.98156320196415)",37.5503528,126.9815632,중구,37.5535,126.9874
61,WS1140018004,서울특별시,용산구,갈월동,20220514,812,"서울특별시, 용산구, 갈월동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,1,"(37.54487, 126.9715441)",37.54487,126.9715441,중구,37.5535,126.9874
62,WS1140072615,서울특별시,중구,남창동,20220524,1005,"서울특별시, 중구, 남창동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,1,"(37.55771, 126.97753)",37.55771,126.97753,중구,37.5535,126.9874
63,WS1140052506,서울특별시,중구,태평로2가,20220520,2003,"서울특별시, 중구, 태평로2가","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,1,"(37.5645479, 126.9766825)",37.5645479,126.9766825,종로,37.57,126.97
64,WO1139280484,서울특별시,종로구,내수동,20220102,1326,"서울특별시, 종로구, 내수동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,1,"(37.57294, 126.9718)",37.57294,126.9718,종로,37.57,126.97
65,WO1139362346,서울특별시,종로구,계동,20220120,2301,"서울특별시, 종로구, 계동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,2,"(37.5811587, 126.9874149)",37.5811587,126.9874149,종로,37.57,126.97
66,WR1139830536,서울특별시,종로구,계동,20220408,1522,"서울특별시, 종로구, 계동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,2,"(37.5811587, 126.9874149)",37.5811587,126.9874149,종로,37.57,126.97
67,WQ1139671970,서울특별시,종로구,적선동,20220314,718,"서울특별시, 종로구, 적선동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,1,"(37.5751085, 126.9735739)",37.5751085,126.9735739,종로,37.57,126.97
68,WT1140162339,서울특별시,종로구,행촌동,20220609,2006,"서울특별시, 종로구, 행촌동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,2,"(37.57425, 126.96215)",37.57425,126.96215,종로,37.57,126.97
69,WQ1139690144,서울특별시,종로구,행촌동,20220316,1602,"서울특별시, 종로구, 행촌동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,2,"(37.57425, 126.96215)",37.57425,126.96215,종로,37.57,126.97
70,WT1140263563,서울특별시,종로구,세종로,20220627,1128,"서울특별시, 종로구, 세종로","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,1,"(37.5757452, 126.9766915)",37.5757452,126.9766915,종로,37.57,126.97
71,WR1139918683,서울특별시,종로구,인사동,249,20220425,"서울특별시, 종로구, 인사동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,1,"(37.5716543, 126.9864242)",37.5716543,126.9864242,종로,37.57,126.97
72,WS1139951929,서울특별시,종로구,수송동,20220501,1441,"서울특별시, 종로구, 수송동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,1,"(37.57371, 126.98093)",37.57371,126.98093,종로,37.57,126.97
73,WT1140173853,서울특별시,종로구,운니동,20220611,2232,"서울특별시, 종로구, 운니동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,2,"(37.57603, 126.98793)",37.57603,126.98793,종로,37.57,126.97
74,WT1140210200,서울특별시,종로구,운니동,20220618,1635,"서울특별시, 종로구, 운니동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,2,"(37.57603, 126.98793)",37.57603,126.98793,종로,37.57,126.97
75,WO1139307601,서울특별시,종로구,권농동,20220108,1717,"서울특별시, 종로구, 권농동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,1,"(37.57537, 126.99103)",37.57537,126.99103,종로,37.57,126.97
76,WR1139824647,서울특별시,중구,서소문동,20220407,1336,"서울특별시, 중구, 서소문동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,2,"(37.56283, 126.97365)",37.56283,126.97365,종로,37.57,126.97
77,WS1140016629,서울특별시,중구,서소문동,20220513,2311,"서울특별시, 중구, 서소문동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,2,"(37.56283, 126.97365)",37.56283,126.97365,종로,37.57,126.97
78,WS1140007146,서울특별시,용산구,서계동,20220512,827,"서울특별시, 용산구, 서계동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,3,"(37.55234, 126.96595)",37.55234,126.96595,종로,37.57,126.97
79,WT1140256376,서울특별시,용산구,서계동,20220626,542,"서울특별시, 용산구, 서계동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,3,"(37.55234, 126.96595)",37.55234,126.96595,종로,37.57,126.97
80,WT1140153284,서울특별시,용산구,서계동,20220607,2306,"서울특별시, 용산구, 서계동","서울특별시, 용산구",용산구,서울특별시,"서울특별시, 용산구",용산구,서울특별시,3,"(37.55234, 126.96595)",37.55234,126.96595,종로,37.57,126.97
81,WS1140019712,서울특별시,종로구,경운동,20220514,1509,"서울특별시, 종로구, 경운동","서울특별시, 종로구",종로구,서울특별시,"서울특별시, 종로구",종로구,서울특별시,1,"(37.57489, 126.98625)",37.57489,126.98625,종로,37.57,126.97
82,WO1139345766,서울특별시,마포구,공덕동,20220117,430,"서울특별시, 마포구, 공덕동","서울특별시, 마포구",마포구,서울특별시,"서울특별시, 마포구",마포구,서울특별시,5,"(37.549927049999994, 126.95928971994923)",37.54992705,126.9592897,종로,37.57,126.97
83,WR1139936091,서울특별시,마포구,공덕동,20220428,1138,"서울특별시, 마포구, 공덕동","서울특별시, 마포구",마포구,서울특별시,"서울특별시, 마포구",마포구,서울특별시,5,"(37.549927049999994, 126.95928971994923)",37.54992705,126.9592897,종로,37.57,126.97
84,WT1140227554,서울특별시,마포구,공덕동,20220621,1439,"서울특별시, 마포구, 공덕동","서울특별시, 마포구",마포구,서울특별시,"서울특별시, 마포구",마포구,서울특별시,5,"(37.549927049999994, 126.95928971994923)",37.54992705,126.9592897,종로,37.57,126.97
85,WT1140132585,서울특별시,마포구,공덕동,20220604,238,"서울특별시, 마포구, 공덕동","서울특별시, 마포구",마포구,서울특별시,"서울특별시, 마포구",마포구,서울특별시,5,"(37.549927049999994, 126.95928971994923)",37.54992705,126.9592897,종로,37.57,126.97
86,WR1139806825,서울특별시,마포구,공덕동,20220404,741,"서울특별시, 마포구, 공덕동","서울특별시, 마포구",마포구,서울특별시,"서울특별시, 마포구",마포구,서울특별시,5,"(37.549927049999994, 126.95928971994923)",37.54992705,126.9592897,종로,37.57,126.97
87,WO1139282126,서울특별시,서대문구,충정로3가,20220102,2004,"서울특별시, 서대문구, 충정로3가","서울특별시, 서대문구",서대문구,서울특별시,"서울특별시, 서대문구",서대문구,서울특별시,1,"(37.5618374, 126.9616577)",37.5618374,126.9616577,종로,37.57,126.97
88,WQ1139592647,서울특별시,중구,북창동,20220303,1530,"서울특별시, 중구, 북창동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,1,"(37.56219, 126.97782)",37.56219,126.97782,종로,37.57,126.97
89,WT1140219673,서울특별시,서대문구,영천동,20220620,942,"서울특별시, 서대문구, 영천동","서울특별시, 서대문구",서대문구,서울특별시,"서울특별시, 서대문구",서대문구,서울특별시,1,"(37.5708668, 126.9596744)",37.5708668,126.9596744,종로,37.57,126.97
90,WO1139275040,서울특별시,중구,의주로1가,20220101,1120,"서울특별시, 중구, 의주로1가","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,1,"(37.56509, 126.96799)",37.56509,126.96799,종로,37.57,126.97
91,WR1139828435,서울특별시,서대문구,충정로2가,649,20220408,"서울특별시, 서대문구, 충정로2가","서울특별시, 서대문구",서대문구,서울특별시,"서울특별시, 서대문구",서대문구,서울특별시,1,"(37.56423, 126.96346)",37.56423,126.96346,종로,37.57,126.97
92,WT1140128581,서울특별시,중구,정동,20220603,1257,"서울특별시, 중구, 정동","서울특별시, 중구",중구,서울특별시,"서울특별시, 중구",중구,서울특별시,1,"(37.5661683, 126.9726202)",37.5661683,126.9726202,종로,37.57,126.97
93,WO1139282715,서울특별시,동작구,상도동,20220102,2232,"서울특별시, 동작구, 상도동","서울특별시, 동작구",동작구,서울특별시,"서울특별시, 동작구",동작구,서울특별시,21,"(37.4988159, 126.9441045)",37.4988159,126.9441045,기상청,37.4937,126.9228
94,WQ1139707809,서울특별시,동작구,상도동,20220319,931,"서울특별시, 동작구, 상도동","서울특별시, 동작구",동작구,서울특별시,"서울특별시, 동작구",동작구,서울특별시,21,"(37.4988159, 126.9441045)",37.4988159,126.9441045,기상청,37.4937,126.9228
95,WO1139287212,서울특별시,동작구,상도동,20220103,2220,"서울특별시, 동작구, 상도동","서울특별시, 동작구",동작구,서울특별시,"서울특별시, 동작구",동작구,서울특별시,21,"(37.4988159, 126.9441045)",37.4988159,126.9441045,기상청,37.4937,126.9228
96,WP1139431544,서울특별시,동작구,상도동,20220203,417,"서울특별시, 동작구, 상도동","서울특별시, 동작구",동작구,서울특별시,"서울특별시, 동작구",동작구,서울특별시,21,"(37.4988159, 126.9441045)",37.4988159,126.9441045,기상청,37.4937,126.9228
97,WP1139548397,서울특별시,동작구,상도동,20220225,30,"서울특별시, 동작구, 상도동","서울특별시, 동작구",동작구,서울특별시,"서울특별시, 동작구",동작구,서울특별시,21,"(37.4988159, 126.9441045)",37.4988159,126.9441045,기상청,37.4937,126.9228
98,WP1139562767,서울특별시,동작구,상도동,20220227,829,"서울특별시, 동작구, 상도동","서울특별시, 동작구",동작구,서울특별시,"서울특별시, 동작구",동작구,서울특별시,21,"(37.4988159, 126.9441045)",37.4988159,126.9441045,기상청,37.4937,126.9228
99,WQ1139655913,서울특별시,동작구,상도동,20220312,1121,"서울특별시, 동작구, 상도동","서울특별시, 동작구",동작구,서울특별시,"서울특별시, 동작구",동작구,서울특별시,21,"(37.4988159, 126.9441045)",37.4988159,126.9441045,기상청,37.4937,126.9228
100,WQ1139752029,서울특별시,동작구,상도동,20220326,556,"서울특별시, 동작구, 상도동","서울특별시, 동작구",동작구,서울특별시,"서울특별시, 동작구",동작구,서울특별시,21,"(37.4988159, 126.9441045)",37.4988159,126.9441045,기상청,37.4937,126.9228
101,WQ1139760310,서울특별시,동작구,상도동,20220327,1121,"서울특별시, 동작구, 상도동","서울특별시, 동작구",동작구,서울특별시,"서울특별시, 동작구",동작구,서울특별시,21,"(37.4988159, 126.9441045)",37.4988159,126.9441045,기상청,37.4937,126.9228
102,WR1139866939,서울특별시,동작구,상도동,20220415,153,"서울특별시, 동작구, 상도동","서울특별시, 동작구",동작구,서울특별시,"서울특별시, 동작구",동작구,서울특별시,21,"(37.4988159, 126.9441045)",37.4988159,126.9441045,기상청,37.4937,126.9228
103,WS1139986843,서울특별시,동작구,상도동,20220508,844,"서울특별시, 동작구, 상도동","서울특별시, 동작구",동작구,서울특별시,"서울특별시, 동작구",동작구,서울특별시,21,"(37.4988159, 126.9441045)",37.4988159,126.9441045,기상청,37.4937,126.9228
104,WT1140116405,서울특별시,동작구,상도동,20220601,851,"서울특별시, 동작구, 상도동","서울특별시, 동작구",동작구,서울특별시,"서울특별시, 동작구",동작구,서울특별시,21,"(37.4988159, 126.9441045)",37.4988159,126.9441045,기상청,37.4937,126.9228
105,WO1139273870,서울특별시,동작구,상도동,20220101,604,"서울특별시, 동작구, 상도동","서울특별시, 동작구",동작구,서울특별시,"서울특별시, 동작구",동작구,서울특별시,21,"(37.4988159, 126.9441045)",37.4988159,126.9441045,기상청,37.4937,126.9228
